Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),Concrete compressive strength(MPa, megapascals) 
264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.54230795
387,20,94,157,14.32,938,845,28,50.23522136
350,0,0,203,0,974,775,56,29.97841648
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,3,20.72564856
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,3,27.42046052
233.81,0,94.58,197.89,4.567,947.04,852.16,56,27.66177712
143,169.4,142.7,190.7,8.4,967.4,643.5,28,29.72606826
212,0,124.78,159,7.84,1085.4,799.54,56,45.08483564
288,121,0,177,7,908,829,28,42.13387836
297.16,0,117.54,174.8,9.52,1022.8,753.45,56,51.95891136
213.5,0,174.24,159.21,11.66,1043.6,771.9,3,15.60973664
350,0,0,186,0,1050,770,28,34.29453624
297.8,137.2,106.9,201.3,6,878.4,655.3,28,53.52471136
141.3,212,0,203.5,0,971.8,748.5,3,4.827710952
516,0,0,162,8.2,801,802,28,41.36856
250.2,166.8,0,203.5,0,977.6,694.1,3,9.731264264
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,14,31.81242264
313.3,145,0,178.5,8,1001.9,688.7,28,41.05346947
525,0,0,189,0,1125,613,180,61.92183956
382,0,0,185,0,1047,739,28,37.42475728
166,259.7,0,183.2,12.7,858.8,826.8,28,37.91704314
350,0,0,203,0,974,775,180,32.72253096
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,3,14.94094492
500,0,0,200,0,1125,613,28,44.0919902
147.8,175.1,0,171.2,2.2,1000,828.5,28,26.92265885
425,106.3,0,151.4,18.6,936,803.7,56,64.90037588
250,0,95.69,187.42,5.53,956.86,861.17,28,29.21999288
155,0,143,193,9,1047,697,28,12.45883132
186.2,124.1,0,185.7,0,1083.4,764.3,7,7.995853172
252,0,0,185,0,1111,784,7,13.71367764
133,200,0,192,0,927.4,839.2,7,13.66403537
277.19,97.82,24.46,160.7,11.19,1061.7,782.46,28,63.14221208
331,0,0,192,0,1025,821,90,37.91428524
212.57,0,100.39,159.35,10.37,1003.8,903.79,28,37.404073
342,38,0,228,0,932,670,270,55.06431126
295.71,0,95.64,171.54,8.87,955.14,859.2,14,35.2322236
296,0,106.7,221.4,10.5,819.2,778.4,28,31.4201108
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73031499
387,20,94,157,13.93,938,845,56,47.96684532
339,0,0,197,0,968,781,365,38.89334116
288,192,0,192,0,932,717.8,28,38.80439876
102,153,0,192,0,887,942,3,4.565020596
141.3,212,0,203.5,0,971.8,748.5,7,10.3938507
322,0,0,203,0,974,800,180,29.58541516
304,76,0,228,0,932,670,270,54.37828264
290.35,0,96.18,168.08,9.41,961.18,865,3,22.50449664
236.9,91.7,71.5,246.9,6,852.9,695.4,28,28.62980142
225,0,0,181,0,1113,833,28,17.3403214
277,0,0,191,0,968,856,180,32.32952964
387,20,94,157,11.61,938,845,7,41.66503468
349,0,0,192,0,1056,809,3,15.87173752
336,0,0,182,3,986,817,28,44.86420332
238,0,0,186,0,1119,789,28,17.54026944
251.37,0,118.27,192.94,5.75,1043.6,754.3,3,11.98309288
143.6,0,174.9,158.4,17.9,942.7,844.5,28,15.42357812
213.72,98.05,24.51,181.71,6.86,1065.8,785.38,14,30.38520732
266,114,0,228,0,932,670,28,45.85429086
333,0,0,192,0,931.2,842.6,90,41.68020315
298.1,0,107,186.4,6.1,879,815.2,28,42.6440906
388.6,97.1,0,157.9,12.1,852.1,925.7,7,34.90127512
397,0,0,185.7,0,1040.6,734.3,7,25.44786968
234,156,0,189,5.85,981,760,28,39.300132
310,0,0,192,0,970,850,28,27.923778
246.83,0,125.08,143.3,11.99,1086.8,800.89,28,52.5035974
210.7,316.1,0,185.7,0,977,689.3,28,37.81362174
148.1,0,182.1,181.4,15,838.9,884.3,28,15.52631004
325,0,0,184,0,1063,783,28,30.57136584
155.6,243.5,0,180.3,10.7,1022,697.7,28,37.36339392
139.6,209.4,0,192,0,1047,806.9,7,14.58931216
190,190,0,228,0,932,670,365,53.69225402
446,24,79,162,11.61,967,712,28,57.02655996
304,76,0,228,0,932,670,365,55.26012245
236,0,0,194,0,968,885,3,6.46728488
304,140,0,214,6,895,722,28,33.41890172
250,0,95.69,191.84,5.33,948.9,857.2,100,41.1617172
331,0,0,192,0,978,825,28,31.44700036
307,0,0,193,0,968,812,365,36.14922668
165,0.02,143.57,163.81,0,1005.6,900.9,3,14.39625888
229.68,0,118.16,195.23,6.13,1028.1,757.63,3,13.35515012
158,0,195,220,11,898,713,28,8.53571288
424,22,132,168,8.92,822,750,7,40.28509772
339,0,0,197,0,968,781,28,32.03994972
213.5,0,174.24,154.61,11.66,1052.3,775.48,56,51.4349096
192,288,0,192,0,929.8,716.1,7,21.48062478
143,169,143,191,8,967,643,28,29.72331036
296,0,0,192,0,1085,765,7,14.2032056
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,100,37.6798634
284,15,141,179,5.46,842,801,7,24.13166
436,0,0,218,0,838.4,719.7,28,23.84897484
339,0,0,197,0,968,781,180,36.44570136
276.4,116,90.3,179.6,8.9,870.1,768.3,28,44.284354
212,0,124.78,159,7.84,1085.4,799.54,3,19.51906556
359,19,141,154,10.91,942,801,28,59.49488404
322,0,0,203,0,974,800,28,25.17966352
469,117.2,0,137.8,32.2,852.1,840.5,56,69.29923276
326,166,0,174,9,882,790,28,61.23236356
307,0,0,193,0,968,812,90,32.922479
116,173,0,192,0,909.8,891.9,3,6.280436884
212,141.3,0,203.5,0,973.4,750,90,39.70002808
252,97,76,194,8,835,821,28,33.39821744
299.8,0,119.8,211.5,9.9,878.2,727.6,28,23.8358748
251.37,0,118.27,192.94,5.75,1043.6,754.3,56,39.2656582
475,118.8,0,181.1,8.9,852.1,781.5,56,72.29845336
302,0,0,203,0,974,817,14,18.12632404
307,0,0,193,0,968,812,28,27.53077668
162,190.1,148.1,178.8,18.8,838.1,741.4,28,33.76226077
173.54,50.05,173.53,164.77,6.47,1006.2,793.5,14,33.00521612
262,111,86,195,5,895,733,28,33.7153764
250,0,95.69,187.42,5.53,956.86,861.17,3,13.81709904
480,0,0,192,0,936,721,28,43.89204216
375,0,0,186,0,1038,758,28,38.21075992
303.6,139.9,0,213.5,6.2,895.5,722.5,28,33.4195912
251.37,0,118.27,188.45,6.35,1028.4,757.73,3,13.12072828
500,0,0,200,0,1125,613,90,47.22221124
229.68,0,118.16,195.23,6.13,1028.1,757.63,14,22.31833812
212.07,0,121.62,180.31,5.69,1057.6,779.32,3,12.47262084
133.1,210.2,0,195.7,3.1,949.4,795.3,28,28.9379972
266,114,0,228,0,932,670,90,47.02984744
153,102,0,192,0,888,943.1,90,26.32281473
200,133,0,192,0,965.4,806.2,28,30.43967592
500,0,0,200,0,1125,613,1,12.63809508
322,0,0,203,0,974,800,14,20.77391188
287.3,120.5,93.9,187.6,9.2,904.4,695.9,28,43.79827342
318.8,212.5,0,155.7,14.3,852.1,880.4,56,66.10006412
249.1,0,98.75,158.11,12.8,987.76,889.01,3,15.36152528
356,0,142,193,11,801,778,28,40.86524252
213.5,0,174.24,154.61,11.66,1052.3,775.48,28,45.93978588
162,190,148,179,19,838,741,28,33.75674496
251.37,0,118.27,188.45,5.75,1028.4,757.73,100,43.58177796
149,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52423164
231.75,0,121.62,173.96,6.72,1056.4,778.45,56,42.69924868
305.3,203.5,0,203.5,0,965.4,631,3,14.14391066
525,0,0,189,0,1125,613,14,48.4012152
480,0,0,192,0,936.2,712.2,7,34.56963716
298,0,107,164,13,953,784,28,35.85964676
389.9,189,0,145.9,22,944.7,755.8,7,59.09498796
275,0,0,183,0,1088,808,28,24.49708228
332.5,142.5,0,228,0,932,594,90,37.72192144
167,75.4,167,164.03,7.91,1007.3,770.1,3,15.52010476
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.40123514
157,214,152,200,9,819,704,28,33.05347944
200,200,0,190,0,1145,660,28,49.24927068
439,177,0,186,11.1,884.9,707.9,56,71.69860924
379.5,151.2,0,153.9,15.9,1134.3,605,56,54.89607912
342,38,0,228,0,932,670,90,50.45930106
203.5,305.3,0,203.5,0,963.4,630,90,51.86376367
249.1,0,98.75,158.11,12.8,987.76,889.01,14,28.6822016
231.75,0,121.62,173.96,6.72,1056.4,778.45,14,26.77235308
255.5,170.3,0,185.7,0,1026.6,724.3,7,17.23621052
387,20,94,157,14.32,938,845,7,36.83870268
213.76,98.06,24.52,181.74,6.65,1066,785.52,28,40.2309246
250.2,166.8,0,203.5,0,977.6,694.1,90,47.7144971
277,0,0,191,0,968,856,3,11.36256448
236,0,0,193,0,968,885,7,9.99050724
313.3,145,0,178.5,8,867.2,824,28,40.92522693
380,95,0,228,0,932,594,90,40.56325203
190.34,0,125.18,166.61,9.88,1079,798.9,56,31.715896
266,112,87,178,10,910,745,28,39.41734292
350,0,0,203,0,974,775,7,18.12632404
155,183,0,193,9,1047,697,28,18.28490352
310,0,0,192,0,971,850.6,3,9.86640156
531.3,0,0,141.8,28.2,852.1,893.7,3,41.2996124
233.81,0,94.58,197.89,4.567,947.04,852.16,100,34.55653712
214.9,53.8,121.89,155.63,9.61,1014.3,780.58,56,53.95839176
389.9,189,0,145.9,22,944.7,755.8,91,82.5992248
305.3,203.5,0,203.5,0,965.4,631,90,54.59891496
141.9,166.6,129.7,173.5,10.9,882.6,785.3,28,44.6118551
475,0,0,228,0,932,594,28,39.28978986
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,100,63.52831864
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,28,39.1622368
192,288,0,192,0,929.8,716.1,28,39.32150576
236,157,0,192,0,972.6,749.1,7,20.41607384
212.57,0,100.39,159.35,10.37,1003.8,903.79,56,44.39535964
387,20,94,157,14.32,938,845,56,56.33708396
212,0,124.78,159,7.84,1085.4,799.54,28,38.50033984
272.6,0,89.6,198.7,10.6,931.3,762.2,28,32.24541357
475,0,0,228,0,932,594,90,42.22902605
289,133.7,0,194.9,5.5,924.1,760.1,28,46.24729218
310,143,111,168,22,914,651,28,33.68779736
251.37,0,118.27,188.45,6.35,1028.4,757.73,100,44.20920112
231.75,0,121.62,173.96,6.72,1056.4,778.45,28,33.72916592
313.3,262.2,0,175.5,8.6,1046.9,611.8,56,64.90037588
122.6,183.9,0,203.5,0,958.2,800.1,90,33.19206412
194.68,0,100.52,165.62,7.48,1006.4,905.9,3,12.45193656
251.81,0,99.94,146.14,12.35,1006,899.76,56,44.14025352
491,26,123,201,3.93,822,699,28,57.915984
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,28,55.50971276
194.68,0,100.52,170.17,7.48,998,901.8,28,37.2661778
246.83,0,125.08,143.3,11.99,1086.8,800.89,14,42.21661548
167.35,129.9,128.62,175.46,7.79,1006.3,746.6,28,41.20308576
332.5,142.5,0,228,0,932,594,180,39.77931782
374,189.2,0,170.1,10.1,926.1,756.7,91,64.90037588
141.3,212,0,203.5,0,971.8,748.5,90,39.6621069
168.88,42.22,124.25,158.33,10.83,1080.8,796.15,14,23.5111316
446,24,79,162,10.3,967,712,56,54.76507868
136.4,161.6,125.8,171.6,10.4,922.6,764.4,28,29.07313449
259.9,100.6,78.4,170.6,10.4,935.7,762.9,28,49.77327244
425,106.3,0,153.5,16.5,852.1,887.1,91,65.19685056
133,200,0,192,0,927.4,839.2,90,36.58842289
446,24,79,162,11.61,967,712,7,52.00717468
218.85,0,124.13,158.49,11.33,1078.7,794.91,56,37.2661778
277,116.8,91,190.6,7,946.5,665.6,28,43.57833058
326,0,138,199,11,801,792,28,40.679084
136,196,98,199,6,847,783,28,26.96540636
237.5,237.5,0,228,0,932,594,180,36.2519586
170.3,155.5,0,185.7,0,1026.6,724.3,28,25.72641799
151.6,0,111.9,184.4,7.9,992,815.9,28,12.18097249
286.3,200.9,0,144.7,11.2,1004.6,803.7,56,72.99482412
166.09,0,163.27,176.46,4.49,1058.6,780.09,56,28.62704352
173,116,0,192,0,946.8,856.8,7,11.39221195
229.97,0,118.31,195.47,4.63,1029.4,758.59,14,20.08443588
277.05,0,97.39,160.6,11.83,973.9,875.61,28,48.28400428
382,0,0,186,0,1047,739,7,24.00065956
310,142.8,0,167.9,10,914.3,804,28,45.30477848
310,0,0,192,0,1012,830,90,35.76312012
475,118.8,0,181.1,8.9,852.1,781.5,91,74.19451236
385,0,0,186,0,966,763,3,14.69962832
491,26,123,210,3.93,882,699,3,25.60910857
218.23,54.64,123.78,140.75,11.91,1075.7,792.67,56,61.99078716
198.6,132.4,0,192,0,978.4,825.5,90,38.07424367
401.8,94.7,0,147.4,11.4,946.8,852.1,7,54.09628696
190,190,0,228,0,932,670,28,40.85696881
162,207,172,216,10,822,638,28,39.84481804
281,0,0,186,0,1104,774,28,22.43554904
305.3,203.5,0,203.5,0,965.4,631,7,25.89396066
212.52,0,100.37,159.32,8.71,1007.8,903.59,100,42.919881
162,214,164,202,10,820,680,28,30.6472082
165,0.02,143.57,163.81,0,1005.6,900.9,28,26.200088
277.05,0,97.39,160.6,11.83,973.9,875.61,3,23.13881456
153,239,0,200,6,1002,684,28,26.8550902
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.14768782
312.9,160.5,0,177.6,9.6,916.6,759.5,28,52.44637089
491,26,123,201,3.93,822,699,7,37.92118
427.5,47.5,0,228,0,932,594,180,41.8367142
173.81,93.37,159.9,172.34,9.73,1007.2,746.6,56,48.9872698
158.4,0,194.9,219.7,11,897.7,712.9,28,8.536402356
359,19,141,154,10.91,942,801,7,35.75425543
178.03,129.8,118.6,179.94,3.57,1007.3,746.8,56,48.58737372
181.38,0,167.01,169.59,7.56,1055.6,777.8,14,21.60128308
313.3,262.2,0,175.5,8.6,1046.9,611.8,3,28.79941252
380,95,0,228,0,932,594,7,32.82319446
362.6,189,0,164.9,11.6,944.7,755.8,91,79.29663476
289,0,0,192,0,913.2,895.3,3,11.6549023
359,19,141,154,10.91,942,801,56,66.78067543
374,189.2,0,170.1,10.1,926.1,756.7,28,61.09446836
182.04,45.21,121.97,170.21,8.19,1059.4,780.65,100,48.67011084
469,117.2,0,137.8,32.2,852.1,840.5,3,40.1964508
237.5,237.5,0,228,0,932,594,7,26.25800398
151,0,185,167,16,1074,678,28,13.45857152
212.57,0,100.39,159.35,10.37,1003.8,903.79,100,47.73931824
148.5,139.4,108.6,192.7,6.1,892.4,780,28,23.69660064
310,0,0,192,0,1012,830,28,27.82725136
350,0,0,203,0,974,775,90,31.35047372
246.83,0,125.08,143.3,11.99,1086.8,800.89,56,60.32225524
266,114,0,228,0,932,670,180,48.69562145
397,0,0,185,0,1040,734,28,39.0932892
237.5,237.5,0,228,0,932,594,90,33.11691123
310,0,0,192,0,970,850,180,37.32823064
388.6,97.1,0,157.9,12.1,852.1,925.7,28,50.69717028
236,157,0,192,0,972.6,749.1,3,13.5654403
172.38,13.61,172.37,156.76,4.14,1006.3,856.4,28,33.68779736
167,75.4,167,164.03,7.91,1007.3,770.1,56,53.46196904
153.6,144.2,112.3,220.1,10.1,923.2,657.9,28,16.50398701
491,26,123,201,3.93,822,699,56,61.85584685
425,106.3,0,153.5,16.5,852.1,887.1,28,60.2946762
427.5,47.5,0,228,0,932,594,270,43.01296026
362.6,189,0,164.9,11.6,944.7,755.8,56,77.29715436
275.07,0,121.35,159.48,9.9,1053.6,777.5,56,56.8472962
318.8,212.5,0,155.7,14.3,852.1,880.4,28,55.49592324
349,0,0,192,0,1047,806.9,3,15.04919265
213.76,98.06,24.52,181.74,6.65,1066,785.52,14,17.83674412
272.8,181.9,0,185.7,0,1012.4,714.3,7,19.76520849
229.68,0,118.16,195.23,6.13,1028.1,757.63,28,24.53845084
236,0,0,194,0,968,885,90,21.94602108
190.34,0,125.18,166.61,9.88,1079,798.9,100,33.56369168
376,0,0,214.6,0,1003.5,762.36,100,43.0577762
158.6,148.9,116,175.1,15,953.3,719.7,28,27.68108245
133,210,0,196,3,949,795,28,31.02642
108.3,162.4,0,203.5,0,938.2,849,3,2.331807832
252.31,0,98.75,146.25,14.17,987.76,889.01,14,42.29245784
144,15,195,176,6,1021,709,28,15.340841
252,0,0,185,0,1111,784,28,19.69143456
213.5,0,174.24,154.61,11.66,1052.3,775.48,14,33.70158688
236,157,0,192,0,972.6,749.1,90,47.78206575
342,38,0,228,0,932,670,365,56.14196225
222.36,0,96.67,189.29,4.46,967.08,870.32,28,24.8900836
143.7,170.2,132.6,191.6,8.5,814.1,805.3,28,29.87085822
275.07,0,121.35,159.48,9.9,1053.6,777.5,100,58.60546
212.07,0,121.62,180.31,5.69,1057.6,779.32,28,24.90387312
284,15,141,179,5.46,842,801,3,13.39553372
155,183,0,193,9,877,868,28,23.786922
213.74,0,174.74,154.79,10.16,1053.5,776.35,14,33.72916592
295.71,0,95.64,171.54,8.87,955.14,859.2,100,52.04164848
229.68,0,118.16,195.23,6.13,1028.1,757.63,56,31.35047372
165,0.02,143.57,163.81,0,1005.6,900.9,100,37.9556538
388.6,97.1,0,157.9,12.1,852.1,925.7,91,57.59882504
222.36,0,96.67,189.29,4.46,967.08,870.32,56,29.44751996
167,187,195,185,7,898,636,28,23.8903434
286.3,200.9,0,144.7,11.2,1004.6,803.7,28,67.69964844
290.35,0,96.18,168.08,9.41,961.18,865,28,34.73580088
374.3,0,0,190.2,6.7,1013.2,730.4,28,39.0560575
313,0,0,178,8,1000,822,28,25.0969264
251.81,0,99.94,146.14,12.35,1006,899.76,100,45.3675208
388.6,97.1,0,157.9,12.1,852.1,925.7,3,28.096147
385,0,0,186,0,966,763,7,23.22155168
213.74,0,174.74,154.79,10.16,1053.5,776.35,28,40.14818748
288.4,121,0,177.4,7,907.9,829.5,28,42.14008364
194.68,0,100.52,165.62,7.48,1006.4,905.9,100,37.34202016
500.1,0,0,200,3,1124.4,613.2,28,44.13335876
520,0,0,170,5.2,855,855,28,60.28088668
260,101,78,171,10,936,763,28,49.77327244
491,26,123,210,3.93,882,699,56,59.59042572
148.1,0,136.6,158.1,16.1,1001.8,830.1,28,17.95947085
236,0,0,193,0,968,885,180,24.10408096
254,0,0,198,0,968,863,90,26.94472208
333,0,0,192,0,931.2,842.6,28,31.96686526
139.6,209.4,0,192,0,1047,806.9,28,28.23748958
288,192,0,192,0,932,717.8,3,16.10960674
480,0,0,192,0,936,721,90,54.27555072
255,0,0,192,0,889.8,945,28,18.74616296
250,0,95.69,187.42,5.53,956.86,861.17,14,24.91766264
229.68,0,118.16,195.23,6.13,1028.1,757.63,100,40.85834776
252,0,0,186,0,1111,784,7,11.46598588
237.5,237.5,0,228,0,932,594,270,38.40795006
318.8,212.5,0,155.7,14.3,852.1,880.4,3,25.2003478
389.9,189,0,145.9,22,944.7,755.8,56,79.40005616
149,118,92,183,7,953,780,28,23.51802636
246.83,0,125.08,143.3,11.99,1086.8,800.89,100,66.42411784
160,250,0,168,12,1049,688,28,39.45181672
254,0,0,198,0,968,863,365,29.7853632
116,173,0,192,0,909.8,891.9,28,22.34798559
362.6,189,0,164.9,11.6,944.7,755.8,7,55.89581932
305,0,100,196,10,959,705,28,30.12320644
